361, 57, 55, 38, 29, 15, 57, 2, 44, 20, 
339, 57, 11, 36, 4, 14, 16, 30, 38, 28, 
53, 62, 53, 37, 46, 41, 25, 32, 40, 26, 
52, 35, 51, 54, 5, 14, 33, 23, 36, 4, 
51, 27, 50, 39, 29, 18, 6, 28, 54, 48, 
354, 59, 51, 36, 36, 25, 9, 0, 36, 28, 
350, 59, 51, 35, 29, 3, 18, 4, 44, 48, 
347, 57, 39, 46, 29, 13, 57, 6, 38, 12, 
346, 49, 34, 6, 4, 14, 24, 16, 36, 28, 
342, 46, 52, 55, 47, 14, 33, 23, 38, 36, 
357, 63, 51, 37, 13, 9, 16, 0, 44, 30, 
354, 59, 51, 36, 36, 25, 8, 0, 45, 48, 
351, 59, 51, 35, 61, 3, 18, 16, 40, 28, 
350, 59, 51, 35, 29, 3, 18, 4, 42, 12, 
348, 59, 51, 35, 25, 7, 49, 6, 38, 48, 
357, 63, 51, 37, 13, 11, 16, 0, 45, 48, 
357, 59, 51, 32, 60, 3, 8, 0, 40, 60, 
354, 59, 51, 35, 21, 7, 48, 26, 2, 48, 
351, 59, 51, 35, 45, 3, 22, 16, 36, 30, 
351, 59, 35, 35, 61, 0, 16, 0, 45, 28, 
361, 63, 50, 36, 15, 3, 16, 0, 34, 49, 
359, 63, 51, 37, 45, 15, 16, 0, 34, 30, 
358, 59, 51, 41, 45, 2, 3, 0, 32, 28, 
357, 63, 51, 37, 29, 11, 17, 0, 40, 56, 
357, 63, 51, 37, 45, 11, 24, 0, 37, 52, 
361, 63, 50, 36, 15, 3, 16, 0, 38, 58, 
361, 63, 50, 36, 15, 3, 16, 0, 40, 56, 
361, 63, 50, 39, 15, 3, 16, 0, 34, 57, 
361, 63, 50, 36, 15, 3, 56, 0, 36, 48, 
359, 63, 51, 32, 47, 15, 16, 0, 3, 49, 
364, 63, 50, 5, 15, 7, 56, 0, 36, 48, 
363, 62, 50, 36, 15, 3, 16, 0, 3, 49, 
363, 62, 50, 37, 13, 3, 16, 0, 54, 56, 
363, 55, 50, 5, 15, 3, 57, 0, 51, 49, 
362, 63, 34, 36, 15, 3, 16, 16, 38, 56, 
364, 63, 50, 4, 31, 3, 16, 0, 3, 49, 
364, 62, 50, 5, 11, 3, 56, 0, 54, 48, 
364, 63, 50, 5, 15, 3, 57, 0, 51, 49, 
364, 62, 50, 5, 15, 5, 57, 0, 51, 49, 
363, 62, 50, 36, 13, 3, 16, 0, 54, 56, 
364, 63, 50, 4, 31, 3, 16, 0, 2, 48, 
364, 62, 50, 4, 31, 3, 24, 0, 43, 48, 
364, 63, 50, 4, 15, 3, 57, 0, 35, 49, 
364, 62, 50, 5, 15, 1, 57, 0, 51, 49, 
364, 63, 50, 4, 11, 3, 57, 0, 51, 49, 
364, 63, 50, 4, 15, 3, 24, 0, 43, 48, 
364, 63, 50, 4, 23, 3, 16, 0, 2, 49, 
364, 63, 50, 12, 31, 3, 58, 0, 34, 48, 
364, 63, 50, 4, 31, 3, 24, 0, 34, 49, 
364, 63, 50, 4, 11, 3, 56, 0, 51, 49, 
364, 63, 50, 4, 23, 3, 24, 0, 34, 48, 
364, 63, 50, 4, 15, 3, 24, 0, 43, 49, 
364, 63, 50, 4, 15, 3, 24, 0, 42, 49, 
364, 63, 50, 4, 63, 3, 24, 0, 34, 48, 
364, 57, 50, 4, 15, 3, 56, 0, 43, 49, 
364, 62, 50, 4, 23, 3, 24, 0, 43, 49, 
364, 63, 50, 4, 7, 3, 24, 0, 35, 49, 
364, 63, 50, 4, 21, 1, 24, 0, 35, 48, 
364, 63, 50, 4, 31, 3, 24, 0, 42, 49, 
364, 63, 50, 4, 7, 3, 16, 0, 34, 48, 
368, 63, 42, 4, 23, 10, 24, 0, 42, 48, 
364, 62, 50, 4, 55, 3, 24, 0, 3, 17, 
364, 63, 50, 4, 23, 3, 24, 0, 59, 49, 
364, 63, 50, 4, 19, 3, 24, 0, 47, 53, 
364, 62, 50, 4, 23, 3, 24, 0, 42, 33, 
368, 55, 42, 4, 7, 10, 24, 0, 47, 49, 
364, 55, 50, 4, 23, 3, 24, 0, 59, 49, 
364, 55, 50, 4, 23, 3, 24, 0, 42, 48, 
364, 62, 50, 4, 55, 3, 24, 0, 3, 17, 
364, 62, 50, 4, 23, 3, 16, 0, 59, 49, 
368, 55, 42, 4, 23, 10, 48, 0, 43, 49, 
368, 55, 42, 4, 23, 10, 24, 0, 47, 49, 
366, 55, 58, 4, 7, 10, 18, 1, 27, 49, 
364, 55, 34, 4, 23, 2, 24, 0, 43, 49, 
364, 55, 50, 4, 23, 3, 56, 0, 3, 49, 
368, 51, 42, 5, 23, 10, 24, 0, 47, 49, 
368, 55, 42, 0, 23, 10, 56, 0, 43, 49, 
368, 63, 42, 4, 23, 10, 48, 0, 3, 49, 
366, 55, 58, 0, 3, 10, 18, 1, 11, 49, 
364, 53, 42, 4, 21, 2, 25, 0, 47, 49, 
368, 55, 42, 0, 23, 10, 32, 0, 1, 49, 
368, 55, 42, 0, 19, 10, 50, 0, 11, 57, 
368, 63, 42, 4, 23, 10, 32, 0, 3, 1, 
368, 55, 42, 4, 23, 10, 25, 0, 63, 49, 
364, 49, 42, 5, 23, 2, 25, 0, 63, 49, 
376, 55, 47, 16, 27, 10, 32, 0, 11, 49, 
376, 55, 43, 4, 23, 11, 25, 0, 63, 49, 
368, 55, 42, 16, 22, 10, 32, 0, 19, 1, 
368, 55, 42, 0, 23, 10, 36, 0, 3, 1, 
368, 55, 42, 0, 23, 10, 32, 0, 3, 33, 
376, 55, 47, 16, 27, 10, 32, 0, 27, 1, 
376, 55, 47, 16, 27, 10, 32, 0, 1, 1, 
376, 55, 47, 0, 23, 10, 32, 0, 7, 32, 
376, 55, 47, 8, 31, 10, 32, 0, 3, 32, 
376, 55, 43, 6, 23, 11, 25, 0, 63, 17, 
376, 55, 47, 16, 27, 10, 32, 0, 1, 1, 
376, 55, 47, 16, 27, 10, 36, 0, 1, 1, 
376, 55, 47, 0, 19, 10, 32, 0, 7, 2, 
376, 55, 47, 24, 31, 10, 25, 0, 63, 17, 
376, 55, 47, 0, 11, 10, 40, 0, 1, 33, 
376, 55, 47, 18, 27, 10, 32, 0, 1, 1, 
376, 55, 47, 16, 27, 10, 32, 0, 1, 3, 
376, 55, 47, 16, 27, 10, 37, 0, 7, 6, 
376, 55, 47, 0, 27, 10, 32, 0, 7, 3, 
376, 55, 47, 16, 27, 10, 32, 0, 62, 17, 
376, 55, 47, 16, 27, 10, 32, 0, 1, 5, 
376, 55, 47, 16, 27, 10, 39, 0, 6, 6, 
376, 55, 47, 16, 27, 10, 45, 0, 1, 3, 
376, 55, 47, 0, 27, 10, 32, 0, 39, 3, 
376, 55, 47, 16, 31, 10, 34, 0, 51, 19, 
376, 55, 47, 16, 27, 10, 39, 0, 6, 14, 
376, 55, 47, 17, 27, 10, 38, 0, 22, 4, 
376, 55, 47, 16, 19, 10, 34, 0, 1, 4, 
376, 55, 47, 16, 27, 10, 34, 0, 35, 7, 
