22, 49, 19, 32, 47, 33, 52, 13, 3, 9, 
21, 45, 3, 41, 58, 34, 49, 1, 43, 8, 
20, 44, 43, 41, 33, 32, 51, 0, 43, 7, 
19, 49, 25, 35, 10, 60, 36, 5, 32, 4, 
18, 54, 23, 36, 47, 58, 21, 13, 43, 24, 
323, 49, 23, 40, 47, 1, 52, 5, 18, 15, 
156, 45, 3, 41, 62, 34, 21, 13, 43, 24, 
24, 44, 43, 43, 33, 32, 51, 0, 43, 4, 
21, 49, 19, 41, 56, 34, 49, 11, 43, 8, 
21, 53, 19, 41, 43, 37, 48, 1, 43, 25, 
313, 57, 19, 40, 57, 5, 1, 9, 10, 15, 
24, 49, 43, 43, 41, 32, 59, 0, 43, 4, 
24, 37, 19, 41, 47, 37, 48, 1, 47, 27, 
21, 40, 51, 41, 47, 0, 54, 5, 42, 15, 
21, 53, 19, 41, 43, 37, 50, 1, 43, 27, 
332, 44, 19, 41, 63, 4, 52, 1, 46, 11, 
33, 41, 19, 43, 41, 32, 57, 0, 47, 4, 
31, 57, 19, 48, 56, 7, 1, 9, 10, 11, 
30, 40, 51, 41, 47, 4, 50, 1, 43, 10, 
28, 45, 19, 40, 59, 5, 32, 9, 14, 27, 
352, 60, 19, 48, 60, 6, 37, 1, 10, 11, 
332, 44, 19, 41, 63, 4, 34, 1, 43, 10, 
327, 61, 19, 40, 59, 7, 8, 9, 7, 27, 
326, 44, 19, 41, 47, 5, 48, 1, 46, 43, 
39, 40, 19, 49, 57, 4, 50, 1, 46, 2, 
326, 44, 19, 41, 47, 5, 50, 1, 47, 42, 
314, 44, 19, 41, 41, 4, 50, 9, 46, 2, 
31, 44, 19, 45, 61, 4, 16, 1, 38, 43, 
25, 44, 19, 33, 41, 5, 32, 1, 46, 43, 
24, 44, 59, 41, 57, 53, 34, 1, 42, 10, 
337, 44, 19, 41, 61, 4, 16, 1, 38, 43, 
331, 45, 19, 41, 45, 4, 16, 1, 39, 42, 
326, 44, 19, 41, 47, 7, 50, 1, 47, 42, 
318, 44, 23, 41, 61, 0, 51, 1, 39, 43, 
314, 44, 18, 41, 41, 4, 50, 9, 46, 43, 
350, 44, 23, 41, 47, 2, 50, 1, 37, 42, 
340, 44, 17, 41, 47, 6, 58, 1, 47, 43, 
337, 44, 19, 41, 61, 4, 17, 1, 39, 42, 
337, 44, 19, 41, 61, 4, 16, 1, 47, 42, 
332, 44, 19, 41, 61, 4, 50, 1, 39, 43, 
350, 44, 23, 41, 47, 2, 50, 1, 45, 43, 
350, 44, 19, 43, 61, 2, 48, 1, 39, 42, 
350, 44, 23, 41, 63, 2, 50, 1, 35, 42, 
340, 44, 17, 41, 47, 6, 62, 1, 47, 42, 
340, 44, 20, 41, 46, 6, 58, 1, 47, 43, 
350, 44, 23, 41, 47, 2, 50, 1, 39, 42, 
350, 44, 23, 41, 47, 2, 50, 1, 39, 58, 
350, 44, 23, 41, 47, 2, 50, 1, 43, 42, 
350, 44, 23, 41, 47, 2, 50, 1, 43, 42, 
350, 44, 23, 41, 47, 2, 50, 1, 47, 47, 
350, 44, 23, 41, 39, 2, 18, 1, 43, 42, 
350, 44, 23, 41, 47, 2, 58, 1, 35, 42, 
350, 44, 23, 41, 47, 2, 50, 1, 43, 42, 
350, 44, 19, 41, 47, 2, 50, 1, 43, 42, 
350, 44, 23, 41, 9, 2, 50, 1, 42, 42, 
350, 44, 23, 41, 39, 2, 50, 1, 43, 42, 
350, 44, 23, 41, 47, 2, 48, 1, 43, 42, 
350, 44, 23, 41, 15, 2, 58, 1, 35, 40, 
350, 44, 19, 41, 47, 2, 58, 1, 43, 42, 
350, 44, 23, 41, 11, 2, 50, 1, 14, 42, 
350, 44, 23, 43, 39, 2, 50, 1, 43, 42, 
350, 44, 23, 41, 7, 2, 59, 1, 43, 42, 
350, 44, 23, 41, 51, 2, 50, 1, 11, 40, 
350, 44, 19, 41, 47, 2, 58, 1, 40, 42, 
350, 44, 23, 41, 39, 2, 52, 1, 46, 42, 
350, 44, 23, 41, 51, 2, 50, 1, 15, 40, 
350, 44, 23, 41, 43, 2, 42, 1, 40, 43, 
350, 44, 23, 43, 39, 2, 54, 1, 47, 42, 
350, 44, 23, 41, 15, 2, 59, 1, 40, 42, 
350, 44, 23, 41, 51, 2, 54, 1, 10, 40, 
350, 44, 23, 41, 35, 2, 26, 1, 6, 41, 
350, 44, 23, 41, 39, 2, 54, 1, 46, 42, 
350, 44, 23, 41, 35, 2, 30, 1, 47, 42, 
350, 44, 23, 41, 51, 2, 54, 1, 10, 40, 
350, 44, 23, 41, 63, 2, 46, 1, 42, 43, 
350, 44, 23, 41, 34, 2, 30, 1, 6, 34, 
350, 44, 19, 41, 39, 2, 46, 1, 34, 11, 
350, 46, 19, 41, 43, 2, 30, 1, 47, 42, 
350, 44, 23, 41, 35, 2, 54, 1, 10, 43, 
350, 44, 23, 41, 35, 2, 54, 1, 10, 32, 
350, 46, 19, 41, 39, 2, 46, 1, 34, 11, 
350, 44, 19, 41, 34, 2, 14, 1, 39, 11, 
350, 46, 23, 41, 42, 2, 30, 1, 39, 34, 
350, 44, 23, 41, 34, 2, 30, 1, 10, 43, 
350, 44, 23, 41, 34, 2, 30, 1, 6, 34, 
350, 46, 19, 41, 34, 2, 15, 1, 39, 11, 
350, 42, 19, 41, 47, 2, 62, 1, 34, 15, 
350, 44, 19, 41, 34, 2, 22, 1, 2, 11, 
350, 44, 23, 41, 42, 2, 14, 1, 55, 46, 
350, 44, 23, 41, 34, 2, 62, 1, 55, 38, 
350, 47, 19, 41, 34, 2, 22, 1, 2, 11, 
350, 44, 23, 41, 38, 2, 46, 1, 35, 11, 
350, 46, 23, 41, 42, 2, 14, 1, 55, 42, 
350, 46, 19, 41, 34, 2, 63, 1, 55, 38, 
350, 44, 23, 41, 34, 2, 14, 1, 39, 6, 
350, 47, 23, 41, 34, 2, 54, 1, 35, 43, 
350, 47, 19, 41, 36, 2, 22, 1, 7, 42, 
350, 47, 19, 42, 34, 2, 23, 1, 32, 38, 
350, 47, 18, 41, 34, 2, 22, 1, 34, 6, 
350, 44, 23, 41, 38, 2, 46, 1, 51, 42, 
350, 47, 23, 41, 36, 2, 22, 1, 7, 34, 
350, 46, 23, 41, 34, 2, 22, 1, 34, 6, 
350, 47, 19, 41, 34, 2, 54, 1, 34, 6, 
350, 47, 18, 41, 34, 2, 22, 1, 34, 34, 
