341, 38, 31, 43, 5, 7, 17, 14, 7, 19, 
335, 44, 13, 46, 52, 62, 32, 11, 16, 12, 
332, 14, 46, 48, 37, 29, 6, 52, 5, 22, 
328, 18, 60, 41, 22, 34, 57, 61, 26, 17, 
328, 18, 33, 29, 61, 50, 47, 41, 18, 36, 
332, 10, 47, 48, 37, 29, 6, 52, 5, 20, 
328, 38, 60, 41, 23, 34, 49, 63, 26, 49, 
328, 18, 33, 29, 57, 50, 47, 41, 18, 36, 
327, 39, 30, 41, 22, 34, 57, 61, 26, 17, 
327, 44, 13, 39, 20, 34, 57, 61, 26, 17, 
333, 46, 7, 55, 21, 56, 60, 53, 11, 17, 
328, 38, 60, 8, 23, 42, 49, 63, 26, 17, 
328, 38, 52, 41, 23, 34, 49, 53, 26, 21, 
328, 38, 60, 41, 23, 32, 49, 61, 26, 17, 
328, 18, 33, 29, 30, 34, 57, 61, 18, 1, 
333, 46, 7, 55, 21, 58, 61, 63, 24, 17, 
333, 46, 7, 55, 21, 60, 60, 53, 15, 21, 
333, 46, 5, 55, 53, 56, 60, 53, 11, 19, 
333, 46, 7, 55, 21, 56, 61, 61, 18, 1, 
333, 46, 7, 55, 21, 57, 57, 61, 26, 1, 
333, 46, 7, 55, 21, 62, 61, 63, 25, 21, 
333, 46, 6, 55, 21, 60, 60, 61, 15, 21, 
333, 46, 7, 55, 53, 56, 60, 55, 30, 21, 
333, 46, 7, 55, 21, 58, 61, 53, 28, 17, 
333, 46, 7, 55, 21, 56, 60, 53, 10, 19, 
333, 46, 7, 55, 21, 46, 61, 63, 25, 21, 
333, 46, 6, 55, 21, 60, 61, 63, 11, 29, 
333, 46, 6, 55, 21, 62, 44, 63, 9, 21, 
333, 46, 7, 55, 53, 56, 60, 55, 30, 21, 
333, 46, 7, 62, 53, 58, 61, 63, 29, 21, 
333, 14, 7, 55, 21, 58, 61, 63, 11, 29, 
333, 46, 7, 55, 17, 46, 61, 63, 9, 21, 
333, 46, 7, 55, 21, 44, 61, 63, 9, 21, 
333, 46, 7, 55, 21, 62, 46, 63, 9, 5, 
333, 46, 7, 55, 21, 40, 61, 39, 30, 21, 
333, 14, 7, 55, 19, 44, 61, 63, 9, 52, 
333, 14, 5, 55, 37, 58, 61, 63, 8, 21, 
333, 14, 7, 55, 31, 44, 49, 63, 57, 21, 
333, 14, 7, 55, 21, 48, 61, 63, 9, 21, 
333, 46, 35, 55, 21, 14, 61, 63, 11, 29, 
333, 14, 7, 55, 3, 46, 61, 63, 8, 25, 
333, 15, 7, 63, 53, 56, 61, 63, 8, 20, 
333, 14, 5, 55, 51, 42, 63, 63, 8, 28, 
333, 10, 7, 55, 19, 44, 53, 63, 41, 28, 
333, 14, 7, 55, 27, 44, 60, 47, 9, 55, 
333, 14, 7, 55, 3, 47, 61, 63, 8, 20, 
333, 14, 5, 55, 7, 34, 61, 63, 8, 21, 
333, 14, 7, 55, 19, 44, 53, 59, 41, 29, 
333, 14, 7, 55, 1, 14, 61, 63, 41, 21, 
333, 14, 7, 55, 3, 36, 53, 63, 8, 24, 
333, 14, 7, 54, 3, 39, 61, 55, 8, 5, 
333, 14, 5, 55, 7, 38, 61, 63, 24, 22, 
333, 30, 7, 55, 3, 44, 55, 43, 45, 29, 
333, 14, 7, 55, 19, 44, 53, 61, 40, 28, 
333, 14, 7, 55, 3, 47, 61, 59, 9, 21, 
333, 14, 5, 54, 2, 39, 61, 55, 8, 22, 
333, 14, 5, 55, 15, 38, 45, 63, 16, 22, 
333, 14, 5, 54, 7, 38, 60, 55, 8, 21, 
333, 14, 7, 54, 3, 37, 63, 43, 45, 13, 
333, 12, 7, 54, 3, 36, 63, 47, 8, 5, 
333, 14, 5, 55, 10, 38, 61, 55, 4, 16, 
333, 14, 5, 54, 6, 39, 61, 55, 40, 21, 
333, 14, 5, 55, 2, 39, 61, 53, 8, 21, 
333, 6, 5, 54, 3, 45, 63, 43, 41, 29, 
333, 14, 5, 20, 2, 37, 63, 35, 12, 19, 
333, 42, 5, 54, 6, 39, 61, 55, 40, 21, 
333, 14, 5, 55, 10, 39, 61, 53, 8, 23, 
333, 14, 5, 55, 10, 38, 61, 55, 0, 21, 
333, 14, 5, 55, 10, 38, 61, 61, 8, 16, 
333, 14, 5, 55, 10, 39, 61, 55, 20, 16, 
333, 40, 5, 52, 10, 39, 57, 53, 8, 19, 
333, 42, 5, 54, 6, 39, 61, 53, 8, 23, 
333, 42, 5, 55, 10, 38, 61, 55, 0, 21, 
333, 42, 39, 55, 8, 38, 61, 55, 32, 21, 
333, 46, 5, 55, 2, 39, 61, 55, 8, 5, 
333, 8, 5, 60, 10, 38, 61, 55, 0, 53, 
